1000,20,68,1,1,1
1000,20,69,1,1,1
1000,20,61,1,1,1
1000,20,70,1,1,1
1000,20,68,1,1,1
1000,20,58,1,1,1
1000,20,57,1,1,1
1000,20,77,1,1,1
1000,20,78,1,1,1
1000,20,114,1,1,1
1000,20,82,1,1,1
1000,20,84,1,1,1
1000,20,63,1,1,1
1000,20,54,1,1,1
1000,20,61,1,1,1
1000,20,64,1,1,1
1000,20,95,1,1,1
1000,20,60,1,1,1
1000,20,75,1,1,1
1000,20,60,1,1,1
1000,20,58,1,1,1
1000,20,81,1,1,1
1000,20,97,1,1,1
1000,20,67,1,1,1
1000,20,64,1,1,1
1000,20,89,1,1,1
1000,20,74,1,1,1
1000,20,85,1,1,1
1000,20,87,1,1,1
1000,20,80,1,1,1
1000,20,66,1,1,1
1000,20,68,1,1,1
1000,20,75,1,1,1
1000,20,72,1,1,1
1000,20,83,1,1,1
1000,20,61,1,1,1
1000,20,122,1,1,1
1000,20,61,1,1,1
1000,20,93,1,1,1
1000,20,80,1,1,1
1000,20,75,1,1,1
1000,20,81,1,1,1
1000,20,59,1,1,1
1000,20,88,1,1,1
1000,20,78,1,1,1
1000,20,72,1,1,1
1000,20,68,1,1,1
1000,20,60,1,1,1
1000,20,78,1,1,1
1000,20,95,1,1,1
